Latitude,Longitude
47.54562,21.59559
47.54627,21.59867
47.54523,21.59953
47.54514,21.6051
47.54461,21.60509
47.54455,21.60894
47.54364,21.60894
47.54366,21.60687
47.54198,21.60681
47.54218,21.60129
47.54471,21.59978
47.54458,21.59837
47.54418,21.59645
