Latitude,Longitude
47.56853,21.59829
47.54849,21.63345
47.56101,21.66847
47.5332,21.67912
47.53018,21.71379
47.50675,21.70697
47.48195,21.67706
47.4954,21.61182
47.52091,21.60324
47.51628,21.57889
47.53691,21.57372
