Latitude,Longitude
47.53304,21.62527
47.53322,21.62491
47.5329,21.62364
47.53173,21.62373
47.53052,21.6188
47.52504,21.6226
47.52716,21.63202
47.53148,21.63131
47.53158,21.62767
