Latitude,Longitude
47.56118,21.63032
47.55608,21.63036
47.55617,21.62802
47.55508,21.6256
47.55626,21.62317
47.56114,21.62302
47.56132,21.61809
47.56321,21.61817
47.56319,21.62236
47.56452,21.6224
47.56457,21.62496
